user_id,sex,age,allergy,recipe_id,rating
1,남자,35,복숭아,19964,4
1,남자,35,복숭아,36933,2
1,남자,35,복숭아,7942,5
1,남자,35,복숭아,5570,5
1,남자,35,복숭아,39038,3
1,남자,35,복숭아,12016,3
1,남자,35,복숭아,6255,1
1,남자,35,복숭아,24215,3
1,남자,35,복숭아,11638,4
1,남자,35,복숭아,45416,4
1,남자,35,복숭아,42680,1
1,남자,35,복숭아,18272,3
1,남자,35,복숭아,33435,5
1,남자,35,복숭아,10162,5
1,남자,35,복숭아,11315,3
1,남자,35,복숭아,21509,2
1,남자,35,복숭아,45660,2
1,남자,35,복숭아,36669,5
1,남자,35,복숭아,39750,1
1,남자,35,복숭아,39145,4
1,남자,35,복숭아,18778,2
1,남자,35,복숭아,42929,2
1,남자,35,복숭아,16283,1
1,남자,35,복숭아,23322,1
1,남자,35,복숭아,22575,1
1,남자,35,복숭아,43222,3
1,남자,35,복숭아,19263,5
1,남자,35,복숭아,4433,2
1,남자,35,복숭아,13569,1
1,남자,35,복숭아,14179,5
1,남자,35,복숭아,22196,2
1,남자,35,복숭아,28700,2
1,남자,35,복숭아,16749,2
1,남자,35,복숭아,4622,3
1,남자,35,복숭아,5127,3
1,남자,35,복숭아,18031,3
1,남자,35,복숭아,38639,4
1,남자,35,복숭아,40941,2
1,남자,35,복숭아,40442,3
1,남자,35,복숭아,34675,1
1,남자,35,복숭아,38519,5
1,남자,35,복숭아,10268,2
1,남자,35,복숭아,29927,2
1,남자,35,복숭아,4633,1
1,남자,35,복숭아,3597,4
1,남자,35,복숭아,6169,4
1,남자,35,복숭아,7562,3
1,남자,35,복숭아,16617,5
1,남자,35,복숭아,26735,4
1,남자,35,복숭아,26070,2
1,남자,35,복숭아,12911,1
1,남자,35,복숭아,23276,3
1,남자,35,복숭아,15914,1
1,남자,35,복숭아,19124,2
1,남자,35,복숭아,34530,3
1,남자,35,복숭아,10168,3
1,남자,35,복숭아,17261,5
1,남자,35,복숭아,28025,1
1,남자,35,복숭아,27286,5
1,남자,35,복숭아,1606,4
1,남자,35,복숭아,11614,3
1,남자,35,복숭아,10590,1
1,남자,35,복숭아,13047,3
1,남자,35,복숭아,24819,5
1,남자,35,복숭아,10788,2
1,남자,35,복숭아,41428,4
1,남자,35,복숭아,28747,4
1,남자,35,복숭아,22351,1
1,남자,35,복숭아,18936,3
1,남자,35,복숭아,38329,2
1,남자,35,복숭아,847,3
1,남자,35,복숭아,13704,2
1,남자,35,복숭아,22701,4
1,남자,35,복숭아,6470,2
1,남자,35,복숭아,42102,4
1,남자,35,복숭아,26387,4
1,남자,35,복숭아,45588,1
1,남자,35,복숭아,39052,1
1,남자,35,복숭아,39002,5
1,남자,35,복숭아,1918,3
1,남자,35,복숭아,32255,4
1,남자,35,복숭아,39757,3
1,남자,35,복숭아,20129,2
1,남자,35,복숭아,16645,2
1,남자,35,복숭아,2220,2
1,남자,35,복숭아,5288,2
1,남자,35,복숭아,34388,1
1,남자,35,복숭아,1343,5
1,남자,35,복숭아,43337,1
1,남자,35,복숭아,27535,3
1,남자,35,복숭아,28254,1
1,남자,35,복숭아,17989,4
1,남자,35,복숭아,236,2
1,남자,35,복숭아,1909,3
1,남자,35,복숭아,5257,2
1,남자,35,복숭아,19020,3
1,남자,35,복숭아,5416,4
1,남자,35,복숭아,5952,5
1,남자,35,복숭아,8008,3
1,남자,35,복숭아,41833,5
1,남자,35,복숭아,30524,3
1,남자,35,복숭아,21205,5
1,남자,35,복숭아,19283,3
1,남자,35,복숭아,78,2
1,남자,35,복숭아,20612,1
1,남자,35,복숭아,14061,2
1,남자,35,복숭아,18521,2
1,남자,35,복숭아,43304,3
1,남자,35,복숭아,7805,1
1,남자,35,복숭아,21527,1
1,남자,35,복숭아,19097,1
1,남자,35,복숭아,34017,2
1,남자,35,복숭아,18382,5
1,남자,35,복숭아,36456,3
1,남자,35,복숭아,11303,3
1,남자,35,복숭아,41158,3
1,남자,35,복숭아,31111,3
1,남자,35,복숭아,24520,2
1,남자,35,복숭아,21952,4
1,남자,35,복숭아,15375,5
1,남자,35,복숭아,5409,4
1,남자,35,복숭아,25054,3
1,남자,35,복숭아,33188,5
1,남자,35,복숭아,10790,1
1,남자,35,복숭아,1121,5
1,남자,35,복숭아,32155,1
1,남자,35,복숭아,38142,4
1,남자,35,복숭아,19030,2
1,남자,35,복숭아,32266,5
1,남자,35,복숭아,43873,5
1,남자,35,복숭아,23711,4
1,남자,35,복숭아,6360,4
1,남자,35,복숭아,40632,5
1,남자,35,복숭아,20104,5
1,남자,35,복숭아,14383,4
1,남자,35,복숭아,35660,5
1,남자,35,복숭아,20610,3
1,남자,35,복숭아,16479,3
1,남자,35,복숭아,39667,4
1,남자,35,복숭아,33562,3
1,남자,35,복숭아,34885,4
1,남자,35,복숭아,12299,2
1,남자,35,복숭아,43880,2
1,남자,35,복숭아,10542,3
1,남자,35,복숭아,2444,2
1,남자,35,복숭아,10381,2
1,남자,35,복숭아,17369,1
1,남자,35,복숭아,26216,4
1,남자,35,복숭아,27307,4
1,남자,35,복숭아,39916,4
1,남자,35,복숭아,15344,4
1,남자,35,복숭아,38728,2
1,남자,35,복숭아,27633,4
1,남자,35,복숭아,44410,1
1,남자,35,복숭아,20531,5
1,남자,35,복숭아,44328,1
1,남자,35,복숭아,3798,3
1,남자,35,복숭아,13719,1
1,남자,35,복숭아,11054,5
1,남자,35,복숭아,36245,2
1,남자,35,복숭아,1646,4
1,남자,35,복숭아,19257,1
1,남자,35,복숭아,34623,3
1,남자,35,복숭아,2709,1
1,남자,35,복숭아,9525,1
1,남자,35,복숭아,39225,5
1,남자,35,복숭아,32410,1
1,남자,35,복숭아,40739,4
1,남자,35,복숭아,34394,3
1,남자,35,복숭아,7974,2
1,남자,35,복숭아,8071,2
1,남자,35,복숭아,8667,2
1,남자,35,복숭아,36369,3
1,남자,35,복숭아,41915,4
1,남자,35,복숭아,13491,1
1,남자,35,복숭아,1991,4
1,남자,35,복숭아,45766,5
1,남자,35,복숭아,22360,1
1,남자,35,복숭아,37149,3
1,남자,35,복숭아,4758,2
1,남자,35,복숭아,10396,2
1,남자,35,복숭아,38357,1
1,남자,35,복숭아,4945,4
1,남자,35,복숭아,19817,1
1,남자,35,복숭아,37012,4
1,남자,35,복숭아,21567,5
1,남자,35,복숭아,20807,1
1,남자,35,복숭아,1760,5
1,남자,35,복숭아,41950,3
1,남자,35,복숭아,24443,3
1,남자,35,복숭아,27966,5
1,남자,35,복숭아,27953,5
1,남자,35,복숭아,42461,3
1,남자,35,복숭아,18450,1
1,남자,35,복숭아,38259,2
1,남자,35,복숭아,28866,4
1,남자,35,복숭아,38001,2
1,남자,35,복숭아,11486,3
1,남자,35,복숭아,12343,3
1,남자,35,복숭아,13088,2
1,남자,35,복숭아,34250,3
1,남자,35,복숭아,10094,2
1,남자,35,복숭아,16439,4
1,남자,35,복숭아,26400,2
1,남자,35,복숭아,19847,5
1,남자,35,복숭아,44040,1
1,남자,35,복숭아,45369,3
1,남자,35,복숭아,30679,3
1,남자,35,복숭아,8520,1
1,남자,35,복숭아,19695,5
1,남자,35,복숭아,6723,3
1,남자,35,복숭아,24161,4
1,남자,35,복숭아,35823,2
1,남자,35,복숭아,7971,3
1,남자,35,복숭아,12176,4
1,남자,35,복숭아,41125,5
1,남자,35,복숭아,21390,2
1,남자,35,복숭아,6151,2
1,남자,35,복숭아,16033,5
1,남자,35,복숭아,20080,5
1,남자,35,복숭아,41875,4
1,남자,35,복숭아,31420,2
1,남자,35,복숭아,8706,1
1,남자,35,복숭아,23237,4
1,남자,35,복숭아,19979,2
1,남자,35,복숭아,15359,2
1,남자,35,복숭아,29379,4
1,남자,35,복숭아,14597,5
1,남자,35,복숭아,13222,1
1,남자,35,복숭아,7084,3
1,남자,35,복숭아,43862,4
1,남자,35,복숭아,29976,1
1,남자,35,복숭아,19064,3
1,남자,35,복숭아,24558,1
1,남자,35,복숭아,28530,3
1,남자,35,복숭아,27857,1
1,남자,35,복숭아,35368,2
1,남자,35,복숭아,41197,1
1,남자,35,복숭아,23753,3
1,남자,35,복숭아,41402,5
1,남자,35,복숭아,11373,2
1,남자,35,복숭아,8997,3
1,남자,35,복숭아,31890,5
1,남자,35,복숭아,26666,4
1,남자,35,복숭아,31654,2
1,남자,35,복숭아,39953,5
1,남자,35,복숭아,31897,2
1,남자,35,복숭아,12876,5
1,남자,35,복숭아,40810,5
1,남자,35,복숭아,40761,3
1,남자,35,복숭아,4264,2
1,남자,35,복숭아,30988,5
1,남자,35,복숭아,8647,2
1,남자,35,복숭아,11665,2
1,남자,35,복숭아,35797,4
1,남자,35,복숭아,29374,2
1,남자,35,복숭아,36398,2
1,남자,35,복숭아,35836,3
1,남자,35,복숭아,19251,5
1,남자,35,복숭아,11556,3
1,남자,35,복숭아,13082,5
1,남자,35,복숭아,24064,4
1,남자,35,복숭아,25713,3
1,남자,35,복숭아,11047,3
1,남자,35,복숭아,28770,5
1,남자,35,복숭아,23864,1
1,남자,35,복숭아,40484,4
1,남자,35,복숭아,1763,4
1,남자,35,복숭아,15851,1
1,남자,35,복숭아,24059,5
1,남자,35,복숭아,38891,2
1,남자,35,복숭아,32922,2
1,남자,35,복숭아,1525,1
1,남자,35,복숭아,15049,1
1,남자,35,복숭아,34009,5
1,남자,35,복숭아,9131,2
1,남자,35,복숭아,45081,3
1,남자,35,복숭아,45187,2
1,남자,35,복숭아,34021,4
1,남자,35,복숭아,41132,3
1,남자,35,복숭아,19934,2
1,남자,35,복숭아,23052,3
1,남자,35,복숭아,26213,4
1,남자,35,복숭아,4091,1
1,남자,35,복숭아,35773,1
1,남자,35,복숭아,36409,1
1,남자,35,복숭아,20492,3
1,남자,35,복숭아,5896,5
1,남자,35,복숭아,11345,5
1,남자,35,복숭아,2422,1
1,남자,35,복숭아,11919,3
1,남자,35,복숭아,25065,5
1,남자,35,복숭아,27936,2
1,남자,35,복숭아,29712,1
1,남자,35,복숭아,12183,2
1,남자,35,복숭아,19542,2
1,남자,35,복숭아,16775,5
1,남자,35,복숭아,24071,1
1,남자,35,복숭아,11123,2
1,남자,35,복숭아,41787,5
1,남자,35,복숭아,6738,4
1,남자,35,복숭아,25511,3
1,남자,35,복숭아,37266,3
1,남자,35,복숭아,615,1
1,남자,35,복숭아,24078,3
1,남자,35,복숭아,35436,4
1,남자,35,복숭아,13410,3
1,남자,35,복숭아,29867,2
1,남자,35,복숭아,20663,4
1,남자,35,복숭아,40999,1
1,남자,35,복숭아,44548,5
1,남자,35,복숭아,15318,1
1,남자,35,복숭아,7565,2
1,남자,35,복숭아,28688,5
1,남자,35,복숭아,13738,4
1,남자,35,복숭아,15230,2
1,남자,35,복숭아,8503,3
1,남자,35,복숭아,546,3
1,남자,35,복숭아,29431,5
1,남자,35,복숭아,27789,2
1,남자,35,복숭아,13920,3
1,남자,35,복숭아,30587,4
1,남자,35,복숭아,45085,1
1,남자,35,복숭아,8437,4
1,남자,35,복숭아,12985,4
1,남자,35,복숭아,10617,2
1,남자,35,복숭아,39838,1
1,남자,35,복숭아,24575,4
1,남자,35,복숭아,12677,1
1,남자,35,복숭아,32734,1
1,남자,35,복숭아,2051,5
1,남자,35,복숭아,33934,2
1,남자,35,복숭아,32914,5
1,남자,35,복숭아,40601,1
1,남자,35,복숭아,35401,1
1,남자,35,복숭아,23896,4
1,남자,35,복숭아,31884,3
1,남자,35,복숭아,43002,5
1,남자,35,복숭아,45029,3
1,남자,35,복숭아,32124,3
1,남자,35,복숭아,29758,5
1,남자,35,복숭아,14562,1
1,남자,35,복숭아,24263,4
1,남자,35,복숭아,15935,5
1,남자,35,복숭아,36333,2
1,남자,35,복숭아,40043,2
1,남자,35,복숭아,17321,1
1,남자,35,복숭아,43514,3
1,남자,35,복숭아,14200,5
1,남자,35,복숭아,8246,1
1,남자,35,복숭아,11363,4
1,남자,35,복숭아,18298,1
1,남자,35,복숭아,26173,3
1,남자,35,복숭아,7658,3
1,남자,35,복숭아,25426,1
1,남자,35,복숭아,24579,3
1,남자,35,복숭아,7288,5
1,남자,35,복숭아,10223,1
1,남자,35,복숭아,37444,5
1,남자,35,복숭아,44642,3
1,남자,35,복숭아,18025,3
1,남자,35,복숭아,43643,4
1,남자,35,복숭아,32285,1
1,남자,35,복숭아,17603,1
1,남자,35,복숭아,23266,4
1,남자,35,복숭아,28842,1
1,남자,35,복숭아,42521,5
1,남자,35,복숭아,15586,4
1,남자,35,복숭아,33743,3
1,남자,35,복숭아,3973,2
1,남자,35,복숭아,41874,5
1,남자,35,복숭아,9904,5
1,남자,35,복숭아,41756,5
1,남자,35,복숭아,21453,1
1,남자,35,복숭아,38002,5
1,남자,35,복숭아,2397,3
1,남자,35,복숭아,19130,3
1,남자,35,복숭아,1592,2
1,남자,35,복숭아,6184,3
1,남자,35,복숭아,26573,5
1,남자,35,복숭아,34081,3
1,남자,35,복숭아,19624,4
1,남자,35,복숭아,31291,3
1,남자,35,복숭아,18089,5
1,남자,35,복숭아,33131,5
1,남자,35,복숭아,32089,5
1,남자,35,복숭아,20671,3
1,남자,35,복숭아,2470,4
1,남자,35,복숭아,22535,5
1,남자,35,복숭아,9018,1
1,남자,35,복숭아,12714,2
1,남자,35,복숭아,2720,3
1,남자,35,복숭아,11701,2
1,남자,35,복숭아,18788,2
1,남자,35,복숭아,26589,4
1,남자,35,복숭아,33063,2
1,남자,35,복숭아,21728,5
1,남자,35,복숭아,9883,1
1,남자,35,복숭아,34833,2
1,남자,35,복숭아,12988,5
1,남자,35,복숭아,1008,3
1,남자,35,복숭아,44487,2
1,남자,35,복숭아,21737,2
1,남자,35,복숭아,1436,4
1,남자,35,복숭아,35151,5
1,남자,35,복숭아,5085,4
1,남자,35,복숭아,7060,4
1,남자,35,복숭아,7492,3
1,남자,35,복숭아,14860,1
1,남자,35,복숭아,8074,1
1,남자,35,복숭아,20954,3
1,남자,35,복숭아,2354,5
1,남자,35,복숭아,21196,4
1,남자,35,복숭아,25339,3
1,남자,35,복숭아,21428,5
1,남자,35,복숭아,27084,5
1,남자,35,복숭아,44065,3
1,남자,35,복숭아,27083,2
1,남자,35,복숭아,44570,2
1,남자,35,복숭아,26030,2
1,남자,35,복숭아,36125,4
1,남자,35,복숭아,14289,3
1,남자,35,복숭아,6541,1
1,남자,35,복숭아,16423,5
1,남자,35,복숭아,10397,3
1,남자,35,복숭아,23412,2
1,남자,35,복숭아,13262,4
1,남자,35,복숭아,3094,3
1,남자,35,복숭아,22043,3
1,남자,35,복숭아,44414,4
1,남자,35,복숭아,28088,4
1,남자,35,복숭아,33757,5
1,남자,35,복숭아,39215,5
1,남자,35,복숭아,28603,4
1,남자,35,복숭아,34451,1
1,남자,35,복숭아,32197,3
1,남자,35,복숭아,5627,1
1,남자,35,복숭아,12858,4
1,남자,35,복숭아,19983,2
1,남자,35,복숭아,1981,3
1,남자,35,복숭아,26432,1
1,남자,35,복숭아,41753,4
1,남자,35,복숭아,26386,4
1,남자,35,복숭아,18640,3
1,남자,35,복숭아,34376,4
1,남자,35,복숭아,39342,1
1,남자,35,복숭아,5777,5
1,남자,35,복숭아,3381,3
1,남자,35,복숭아,20018,4
1,남자,35,복숭아,39111,3
1,남자,35,복숭아,17344,4
1,남자,35,복숭아,41653,4
1,남자,35,복숭아,15252,1
1,남자,35,복숭아,11537,4
1,남자,35,복숭아,34532,1
1,남자,35,복숭아,38566,1
1,남자,35,복숭아,5110,5
1,남자,35,복숭아,35202,3
1,남자,35,복숭아,29760,5
1,남자,35,복숭아,36936,5
1,남자,35,복숭아,26590,2
1,남자,35,복숭아,17774,3
1,남자,35,복숭아,21805,1
1,남자,35,복숭아,20582,1
1,남자,35,복숭아,30088,3
1,남자,35,복숭아,32982,3
1,남자,35,복숭아,9769,1
1,남자,35,복숭아,39500,1
1,남자,35,복숭아,38560,4
1,남자,35,복숭아,35489,2
1,남자,35,복숭아,9128,2
1,남자,35,복숭아,6369,1
1,남자,35,복숭아,45005,1
1,남자,35,복숭아,23117,4
1,남자,35,복숭아,43202,2
1,남자,35,복숭아,10362,2
1,남자,35,복숭아,3042,2
1,남자,35,복숭아,9079,4
1,남자,35,복숭아,6091,5
1,남자,35,복숭아,38851,3
1,남자,35,복숭아,1926,1
1,남자,35,복숭아,39686,1
1,남자,35,복숭아,26016,1
1,남자,35,복숭아,25292,2
1,남자,35,복숭아,3390,4
1,남자,35,복숭아,13630,3
1,남자,35,복숭아,35199,3
1,남자,35,복숭아,32976,4
1,남자,35,복숭아,11654,2
1,남자,35,복숭아,16406,2
1,남자,35,복숭아,33663,3
1,남자,35,복숭아,21289,4
1,남자,35,복숭아,29546,3
1,남자,35,복숭아,15314,4
1,남자,35,복숭아,10327,4
1,남자,35,복숭아,1561,5
1,남자,35,복숭아,17651,2
1,남자,35,복숭아,31891,4
1,남자,35,복숭아,18312,5
1,남자,35,복숭아,44663,5
1,남자,35,복숭아,4791,3
1,남자,35,복숭아,24364,2
1,남자,35,복숭아,10182,2
1,남자,35,복숭아,16083,5
1,남자,35,복숭아,2921,3
1,남자,35,복숭아,14026,3
1,남자,35,복숭아,28707,5
1,남자,35,복숭아,39005,1
1,남자,35,복숭아,30028,1
1,남자,35,복숭아,7006,5
1,남자,35,복숭아,957,4
1,남자,35,복숭아,12804,4
1,남자,35,복숭아,25964,4
1,남자,35,복숭아,33724,2
1,남자,35,복숭아,15283,1
1,남자,35,복숭아,6564,2
1,남자,35,복숭아,31861,2
1,남자,35,복숭아,22016,4
1,남자,35,복숭아,43586,2
1,남자,35,복숭아,11172,2
1,남자,35,복숭아,29427,3
1,남자,35,복숭아,45242,5
1,남자,35,복숭아,33298,5
1,남자,35,복숭아,19343,1
1,남자,35,복숭아,27491,2
1,남자,35,복숭아,19976,4
1,남자,35,복숭아,23280,2
1,남자,35,복숭아,41900,2
1,남자,35,복숭아,33143,5
1,남자,35,복숭아,44966,5
1,남자,35,복숭아,4649,4
1,남자,35,복숭아,29053,1
1,남자,35,복숭아,35924,2
1,남자,35,복숭아,3815,1
1,남자,35,복숭아,26617,4
1,남자,35,복숭아,2114,3
1,남자,35,복숭아,43007,1
1,남자,35,복숭아,21928,4
1,남자,35,복숭아,32420,5
1,남자,35,복숭아,36143,3
1,남자,35,복숭아,44739,2
1,남자,35,복숭아,5725,2
1,남자,35,복숭아,11084,1
1,남자,35,복숭아,42241,5
1,남자,35,복숭아,38664,3
1,남자,35,복숭아,23500,1
1,남자,35,복숭아,43321,4
1,남자,35,복숭아,42268,1
1,남자,35,복숭아,35947,5
1,남자,35,복숭아,6117,4
1,남자,35,복숭아,26789,1
1,남자,35,복숭아,36337,4
1,남자,35,복숭아,14136,4
